rps,cpu_limit,req_rate,req_latency,cpu,cpu0,cpu1,cpu2,cpu3,cpu4,cpu5,cpu6,cpu7,cpu8,cpu9,cpu10,cpu11,cpu12,cpu13,cpu14,cpu15,memory_usage
37.0,15.0,37.04844619372055,32.11996378451788,43.30000000000001,2.7,2.7,2.7,2.7,2.7,2.8,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,653.1253845906043
40.0,15.0,40.04620084992728,33.1080740117746,46.09999999999999,2.9,2.9,2.8,2.9,2.8,2.9,2.9,2.9,2.9,2.8,2.9,2.9,2.9,2.9,2.9,2.9,654.6188714093959
42.0,15.0,42.04127876097212,33.07142857142857,47.199999999999996,2.9,2.9,3.0,2.9,3.0,3.0,2.9,3.0,2.9,3.0,2.9,3.0,2.9,2.9,3.0,3.0,646.1995571543628
1.0,15.0,1.0173524361003188,43.46666666666667,1.6000000000000003,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,641.6295070067112
3.0,15.0,3.018108388791615,43.241573033707866,4.799999999999999,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,564.9885637583891
5.0,15.0,5.018224209132652,43.07333333333333,8.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,570.1489536430973
7.0,15.0,7.01950314428816,42.29496402877698,10.199999999999996,0.6,0.7,0.7,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.7,0.7,0.6,573.5578493422818
9.0,15.0,9.01987141073616,41.614100185528756,12.900000000000004,0.9,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,576.4225477583893
11.0,15.0,11.020217176093142,40.9453717754173,15.600000000000001,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,1.0,575.7897432483221
13.0,15.0,13.023505580521359,40.261378413524056,17.7,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.2,1.1,1.1,1.1,1.1,578.1521731006713
15.0,15.0,15.0255383125535,39.66591422121896,20.3,1.3,1.3,1.3,1.3,1.2,1.3,1.2,1.2,1.3,1.2,1.3,1.2,1.3,1.3,1.3,1.3,581.1005783624163
17.0,15.0,17.025451691912114,38.746772591857,22.399999999999995,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,592.3784057986569
19.0,15.0,19.0269593398856,37.52486678507993,25.400000000000006,1.5,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.5,1.6,1.6,1.6,598.1716617449665
21.0,15.0,21.029256596846285,36.389507154213035,27.299999999999994,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.8,1.7,1.7,1.7,600.9725697718119
23.0,15.0,23.027963274365266,35.19361856417694,29.200000000000003,1.8,1.8,1.9,1.9,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.9,1.8,1.8,1.9,601.3147919463089
25.0,15.0,25.033261777723805,34.20685023505708,31.4,2.0,2.0,2.0,1.9,1.9,2.0,1.9,2.0,2.0,1.9,2.0,1.9,2.0,2.0,2.0,1.9,601.1329322953021
27.0,15.0,27.04089458659627,33.283208020050125,33.2,2.0,2.1,2.1,2.0,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.0,2.0,644.2383016375834
29.0,15.0,29.039015181191772,32.525029103608844,35.199999999999996,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,645.1248794630876
31.0,15.0,31.038897613915715,31.88286334056399,37.3,2.4,2.3,2.4,2.3,2.3,2.4,2.3,2.3,2.3,2.3,2.3,2.3,2.4,2.3,2.4,2.3,663.2648126711405
33.0,15.0,33.041845351600344,31.49206349206349,38.79999999999999,2.4,2.4,2.4,2.4,2.5,2.5,2.4,2.4,2.4,2.5,2.4,2.4,2.4,2.5,2.4,2.4,662.3244095570473
35.0,15.0,35.0471784560377,31.53857280617165,40.800000000000004,2.5,2.6,2.6,2.5,2.5,2.5,2.5,2.6,2.5,2.6,2.5,2.6,2.6,2.5,2.6,2.6,659.7940986845636
37.0,15.0,37.042853730846424,32.13535536441829,43.20000000000001,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,666.2699296644298
39.0,15.0,39.04787877331347,32.65566652192792,44.79999999999999,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,689.0398685637589
41.0,15.0,41.04382020140169,32.93537832310838,46.499999999999986,2.9,2.9,2.9,2.9,2.9,3.0,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,689.526096751678
43.0,15.0,43.04674859605047,32.99493572263342,48.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,686.7750417181211
45.0,15.0,45.05198665325217,33.324971920628975,49.600000000000016,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,697.4197072751674
47.0,15.0,47.05156042712964,33.53316510454218,51.20000000000001,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,695.8595436241607
49.0,15.0,49.06467735533198,33.263917525773195,52.79999999999998,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,737.0916527248322
51.0,15.0,51.054447368150875,33.03723228995057,54.399999999999984,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,750.8948978255034
53.0,15.0,53.05988987248534,32.77210341525694,54.499999999999986,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.5,3.4,3.4,3.4,3.4,3.4,762.4173856644293
55.0,15.0,55.05287498536316,32.549723756906076,56.0,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,765.4065035167791
57.0,15.0,57.060009474835546,32.32225815936489,57.70000000000002,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.7,3.6,3.6,3.6,777.4585849127519
59.0,15.0,59.06515586652791,32.263217737350764,59.00000000000002,3.7,3.7,3.7,3.7,3.6,3.7,3.7,3.7,3.7,3.6,3.7,3.7,3.7,3.7,3.7,3.7,775.0312238389264
61.0,15.0,61.06986930203816,32.19861303744799,59.7,3.7,3.7,3.8,3.8,3.7,3.7,3.7,3.7,3.7,3.8,3.8,3.7,3.7,3.7,3.7,3.8,776.1935394362414
63.0,15.0,63.07581685935194,32.209351753453774,62.09999999999998,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.8,3.8,3.9,3.9,3.9,3.9,3.8,3.9,784.6599164563758
65.0,15.0,65.06066910569446,32.412772585669785,62.399999999999984,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,786.6913675167787
67.0,15.0,67.0649941563002,32.56342256692519,64.4,4.1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.1,4.1,4.1,4.0,4.0,4.0,4.0,794.3281945771812
69.0,15.0,69.07120279017647,33.20926829268293,65.70000000000002,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.2,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,786.2036273825504
71.0,15.0,71.07872986952563,33.79799904716532,67.10000000000002,4.2,4.2,4.1,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,782.8130328053691
73.0,15.0,73.07520399455123,34.60165213400642,69.09999999999998,4.3,4.3,4.3,4.3,4.3,4.4,4.4,4.3,4.3,4.3,4.3,4.3,4.3,4.4,4.3,4.3,808.3054921879192
75.0,15.0,75.07229758191168,35.36296954878862,70.9,4.4,4.4,4.4,4.4,4.4,4.5,4.5,4.4,4.4,4.5,4.4,4.5,4.5,4.4,4.4,4.4,803.6163693959736
77.0,15.0,77.09468244865236,36.27837305926088,72.0,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,805.9521065234895
79.0,15.0,79.08063483269656,37.39392652367806,73.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,797.023816161074
81.0,15.0,81.09115611619286,38.31903765690377,75.00000000000001,4.6,4.6,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,798.1778847785234
83.0,15.0,83.10467319149053,38.38201336844237,76.79999999999998,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,841.1276473557047
85.0,15.0,85.09877232871344,39.84091356566253,78.60000000000001,4.9,4.9,4.9,5.0,4.9,4.9,4.9,4.9,4.9,4.9,4.9,5.0,4.9,4.9,4.9,4.9,850.9322892885909
87.0,15.0,87.08714769617885,38.59511444508559,78.4,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,848.687035275168
89.0,15.0,89.08904445421703,38.852056359482106,78.4,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,858.8753267114093
91.0,15.0,91.10361704719696,40.865176908752325,80.4,5.0,5.1,5.0,5.1,5.0,5.0,5.0,5.0,5.1,5.0,5.1,5.0,5.0,5.0,5.0,5.0,861.3760996510069
93.0,15.0,93.1099790785659,42.83166515013649,82.5,5.1,5.2,5.2,5.2,5.1,5.1,5.2,5.2,5.1,5.2,5.2,5.1,5.2,5.1,5.2,5.1,854.6237336912751
95.0,15.0,95.1013911249356,43.69169611307421,84.1,5.2,5.3,5.2,5.3,5.3,5.3,5.3,5.3,5.2,5.3,5.3,5.2,5.2,5.3,5.2,5.2,852.5355434093966
97.0,15.0,97.08675820048646,50.889655172413796,88.6,5.5,5.5,5.6,5.6,5.5,5.6,5.5,5.6,5.6,5.5,5.5,5.5,5.5,5.5,5.6,5.5,857.2049146845644
99.0,15.0,99.0957811817027,54.852191641182465,90.09999999999998,5.6,5.6,5.7,5.7,5.6,5.7,5.6,5.7,5.6,5.6,5.6,5.7,5.6,5.6,5.6,5.6,865.2314115436243
101.0,15.0,101.09699793376116,60.2811464546057,93.19999999999997,5.8,5.9,5.8,5.9,5.9,5.8,5.9,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,860.5875371812078
103.0,15.0,103.1392642047619,69.71780957079427,93.79999999999998,5.9,5.8,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.8,5.9,5.8,5.8,5.8,5.8,864.983933422819
105.0,15.0,105.11068501964435,70.008895949166,96.70000000000002,6.1,6.1,6.1,6.1,6.1,6.0,6.1,6.1,6.0,6.1,6.1,5.9,6.0,5.9,6.0,6.0,869.0435092617449
1.0,14.5,1.0173154175432533,43.7,1.6000000000000003,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,627.0131509261746
3.0,14.5,3.0184902759695955,43.737430167597765,4.799999999999999,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,550.4303351409391
5.0,14.5,5.018306346263957,42.90878378378378,8.1,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,548.7937494765097
7.0,14.5,7.019753437512627,42.30695443645084,10.999999999999998,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.6,0.7,0.7,0.7,0.7,0.6,0.7,0.7,551.74719914094
9.0,14.5,9.022099326926181,41.55367231638418,12.900000000000004,0.8,0.9,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,553.6499285906044
11.0,14.5,11.02337278180166,40.840667678300456,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,561.38690147651
13.0,14.5,13.023348326974105,40.36493506493507,18.899999999999995,1.1,1.2,1.2,1.2,1.2,1.2,1.1,1.2,1.2,1.1,1.2,1.2,1.2,1.2,1.2,1.2,558.7718391409397
15.0,14.5,15.025583269585345,39.60270880361174,20.600000000000005,1.3,1.3,1.3,1.3,1.2,1.2,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,561.1857988724831
17.0,14.5,17.025304599125512,38.71555118110236,23.9,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.4,1.5,1.5,1.5,1.5,1.5,1.5,1.5,561.5145509798658
19.0,14.5,19.025009141864643,37.56876663708962,25.600000000000005,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,561.967956187919
21.0,14.5,21.023840055418496,36.36305220883534,28.1,1.7,1.7,1.8,1.7,1.7,1.7,1.7,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.7,561.6382556778525
23.0,14.5,23.029529179007,35.18386627906977,30.39999999999999,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,578.2849494765101
25.0,14.5,25.035380100459626,34.13096037609134,32.4,2.1,2.1,2.0,2.0,2.0,2.1,2.0,2.0,2.0,2.0,2.0,2.1,2.0,2.0,2.0,2.0,579.3285910335568
27.0,14.5,27.036867749044198,33.30625,34.50000000000001,2.2,2.1,2.1,2.1,2.1,2.2,2.2,2.2,2.1,2.1,2.2,2.2,2.1,2.2,2.2,2.2,581.753821637584
29.0,14.5,29.03719978714062,32.47502903600465,36.7,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.2,620.7509991946307
31.0,14.5,31.042383730735132,31.86547811993517,38.39999999999999,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,621.1173712751674
33.0,14.5,33.02912815716979,31.572953736654803,40.2,2.5,2.5,2.5,2.5,2.6,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.6,2.5,642.2395086174496
35.0,14.5,35.04037720227424,31.58843373493976,42.30000000000001,2.7,2.6,2.6,2.7,2.7,2.6,2.7,2.7,2.7,2.6,2.6,2.6,2.7,2.6,2.6,2.6,641.1291077583896
37.0,14.5,37.046322057147094,31.998191681735985,44.79999999999999,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,663.3563541476515
39.0,14.5,39.045656752976534,32.61070663811563,46.399999999999984,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,669.8194572885901
41.0,14.5,41.04780551628928,32.91799265605875,48.1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.1,662.601288161074
43.0,14.5,43.046780341511266,33.04495699765442,49.600000000000016,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,669.9829811543624
45.0,14.5,45.04985953555809,33.348603351955305,51.49999999999999,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.3,3.2,3.2,3.3,3.3,671.6354010201346
47.0,14.5,47.05264128860172,33.51371571072319,53.19999999999998,3.4,3.4,3.3,3.3,3.4,3.3,3.3,3.3,3.3,3.3,3.4,3.3,3.3,3.3,3.3,3.3,677.7700406979867
49.0,14.5,49.05979450629159,33.32883817427386,54.399999999999984,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,683.2456229798651
51.0,14.5,51.052927237204095,33.039351851851855,55.9,3.5,3.4,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,699.0730480536907
53.0,14.5,53.05281830959066,32.735632183908045,56.2,3.6,3.5,3.6,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,701.3568017181208
55.0,14.5,55.05890483387845,32.581366840330986,58.20000000000002,3.6,3.6,3.6,3.6,3.6,3.7,3.6,3.7,3.7,3.6,3.6,3.6,3.7,3.7,3.6,3.7,703.0406013422823
57.0,14.5,57.060479055249196,32.386444708680145,59.20000000000002,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,705.1395401879196
59.0,14.5,59.057658971015755,32.246745897000565,60.79999999999998,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,706.8009904966444
61.0,14.5,61.07477387346381,32.27066001109262,61.899999999999984,3.9,3.8,3.8,3.8,3.9,3.9,3.8,3.9,3.9,3.9,3.9,3.9,3.9,3.8,3.9,3.9,708.6422387114092
63.0,14.5,63.064978102883344,32.2245493107105,64.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,699.2355410469798
65.0,14.5,65.07882493396858,32.385290322580644,64.9,4.0,4.1,4.1,4.0,4.1,4.0,4.1,4.0,4.0,4.1,4.0,4.1,4.1,4.0,4.1,4.1,717.1075161342285
67.0,14.5,67.06678411923103,32.67558110472382,66.80000000000001,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.1,4.1,4.2,4.1,4.2,4.2,4.1,4.2,731.9347474899326
69.0,14.5,69.0713898647513,33.17003162247628,68.19999999999999,4.2,4.2,4.3,4.3,4.3,4.2,4.2,4.3,4.3,4.2,4.3,4.3,4.3,4.3,4.3,4.2,729.1508557315437
71.0,14.5,71.07442524974559,33.846335697399525,70.0,4.3,4.4,4.4,4.4,4.3,4.4,4.4,4.3,4.4,4.4,4.3,4.4,4.4,4.4,4.4,4.4,773.7893248859062
73.0,14.5,73.07963053573276,34.58550525834477,72.0,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,795.6780464966441
75.0,14.5,75.08778238626547,35.26993038401078,73.19999999999999,4.5,4.5,4.6,4.6,4.5,4.6,4.6,4.6,4.5,4.6,4.6,4.6,4.6,4.6,4.6,4.6,794.6423770201345
77.0,14.5,77.10392731845045,36.37328094302554,74.90000000000002,4.7,4.7,4.7,4.6,4.6,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.6,4.7,4.7,845.1579876510071
79.0,14.5,79.13538059940713,37.27935222672065,75.8,4.8,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.8,4.7,4.8,4.7,4.7,4.8,4.8,4.8,843.261842040269
81.0,14.5,81.07600468211052,38.18797611694462,78.4,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,859.6558071409393
83.0,14.5,83.13515010599079,39.04688451390298,78.9,4.9,4.9,4.9,4.9,4.9,5.0,5.0,5.0,4.9,4.9,4.9,5.0,4.9,4.9,5.0,4.9,849.3732664697984
85.0,14.5,85.09800750415087,39.633399209486164,80.5,5.0,5.0,5.0,5.1,5.0,5.1,5.1,5.1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.1,849.0153612885906
87.0,14.5,87.07664006029678,38.69523443504996,81.49999999999999,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.0,5.1,5.1,5.1,5.1,5.1,853.986475812081
89.0,14.5,89.0863773621222,38.91976002999625,82.70000000000002,5.1,5.2,5.1,5.2,5.2,5.1,5.2,5.1,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.1,861.9719714362415
91.0,14.5,91.0800038960892,40.305059797608095,83.60000000000001,5.3,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.3,5.2,5.2,5.3,5.2,5.3,868.807302013423
93.0,14.5,93.10342473520043,40.82410071942446,84.79999999999998,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,871.6296109530205
95.0,14.5,95.0932987356628,47.47146932952924,88.4,5.6,5.5,5.5,5.5,5.5,5.6,5.5,5.5,5.5,5.5,5.6,5.6,5.5,5.5,5.5,5.5,877.8385421744971
97.0,14.5,95.21055053081734,920.9414921239397,97.99999999999999,6.1,6.1,6.1,6.2,6.1,6.2,6.2,6.1,6.1,6.1,6.1,6.1,6.1,6.2,6.1,6.1,976.0535982280129
1.0,14.0,1.017351066030249,43.86666666666667,1.6000000000000003,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,616.8414918249159
3.0,14.0,3.0179959939264025,43.80555555555556,4.799999999999999,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,537.6648350067113
5.0,14.0,5.018622738175621,43.147157190635454,8.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,543.9656650738252
7.0,14.0,7.020778930925973,42.309178743961354,11.099999999999998,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.6,0.7,0.7,0.7,0.7,0.7,0.7,0.7,548.8997607003367
9.0,14.0,9.020333526578089,41.758426966292134,14.100000000000003,0.9,0.9,0.9,0.9,0.9,0.9,0.8,0.9,0.9,0.8,0.9,0.9,0.9,0.8,0.9,0.9,552.5172320538717
11.0,14.0,11.0,41.0,16.6,1.0,1.0,1.1,1.1,1.1,1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.1,1.0,1.1,1.0,556.2897731006711
13.0,14.0,13.0,40.5,19.099999999999994,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.1,1.2,1.2,1.2,575.9278251812087
15.0,14.0,15.0,39.9,22.2,1.4,1.4,1.4,1.4,1.4,1.4,1.3,1.4,1.4,1.4,1.4,1.4,1.3,1.4,1.4,1.4,581.9694526711409
17.0,14.0,17.0,38.9,24.0,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,585.6346304429533
19.0,14.0,19.0,37.8,27.199999999999992,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,584.7754325906042
21.0,14.0,21.0,36.4,29.200000000000003,1.9,1.8,1.8,1.8,1.8,1.9,1.8,1.8,1.8,1.8,1.8,1.9,1.9,1.8,1.8,1.8,585.1518797315438
23.0,14.0,23.0,35.4,31.599999999999998,2.0,1.9,2.0,2.0,2.0,1.9,2.0,2.0,2.0,2.0,2.0,1.9,2.0,1.9,2.0,2.0,582.6091571543619
25.0,14.0,25.0,34.3,33.70000000000001,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.2,2.1,2.1,2.1,2.1,2.1,580.8297337986581
27.0,14.0,27.0,33.4,35.49999999999999,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.3,2.2,2.2,2.3,2.2,2.2,2.2,2.3,581.9005628993285
29.0,14.0,29.0,32.6,37.599999999999994,2.4,2.3,2.4,2.4,2.3,2.4,2.3,2.4,2.3,2.3,2.3,2.3,2.4,2.4,2.4,2.3,587.7453487248321
31.0,14.0,31.0,31.9,39.9,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.4,2.5,2.5,2.5,593.6955584429528
33.0,14.0,33.0,31.5,41.90000000000001,2.7,2.6,2.7,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.7,2.6,2.6,615.5300149261744
35.0,14.0,35.0,31.7,43.6,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.8,2.8,2.7,2.7,2.7,2.8,2.8,616.4610027382546
37.0,14.0,37.0,32.0,45.499999999999986,2.9,2.9,2.8,2.8,2.9,2.8,2.8,2.9,2.8,2.8,2.9,2.9,2.9,2.8,2.8,2.8,638.1697752483225
39.0,14.0,39.0,32.7,48.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,637.4821695570469
41.0,14.0,41.0,33.0,49.600000000000016,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,672.388281557047
43.0,14.0,43.0,33.0,51.20000000000001,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,689.8102052080534
45.0,14.0,45.0,33.4,53.09999999999999,3.3,3.3,3.4,3.3,3.4,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.4,687.38967538255
47.0,14.0,47.0,33.5,54.99999999999999,3.4,3.5,3.5,3.4,3.5,3.4,3.4,3.4,3.5,3.4,3.5,3.4,3.4,3.4,3.5,3.4,712.6988044026834
49.0,14.0,49.0,33.3,56.800000000000004,3.5,3.5,3.6,3.6,3.6,3.6,3.5,3.5,3.5,3.6,3.5,3.6,3.5,3.6,3.6,3.5,718.5552459597318
51.0,14.0,51.0,33.0,57.80000000000001,3.6,3.6,3.6,3.6,3.7,3.6,3.7,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,717.8856736644299
53.0,14.0,53.0,32.9,59.100000000000016,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.6,3.7,3.7,3.7,3.7,3.7,711.932233879195
55.0,14.0,55.0,32.6,60.79999999999998,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,741.9835550067118
57.0,14.0,57.0,32.4,61.899999999999984,3.9,3.8,3.9,3.8,3.9,3.8,3.9,3.8,3.9,3.9,3.9,3.9,3.9,3.9,3.8,3.9,744.6356737718116
59.0,14.0,59.0,32.3,63.5,4.0,4.0,3.9,3.9,3.9,4.0,4.0,4.0,3.9,3.9,4.0,4.0,4.0,4.0,4.0,4.0,746.4686475167783
61.0,14.0,61.0,32.3,64.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,754.1994489127514
63.0,14.0,63.0,32.4,66.70000000000002,4.1,4.2,4.2,4.1,4.2,4.1,4.2,4.1,4.2,4.2,4.2,4.2,4.2,4.1,4.2,4.2,750.499441395973
